id,cgid,Chromosome,Start,Strand,mean.Primary solid Tumor,mean.Recurrent Solid Tumor,mean.diff,mean.quot.log2,diffmeth.p.val,max.Primary solid Tumor,min.Primary solid Tumor,sd.Primary solid Tumor,max.Recurrent Solid Tumor,min.Recurrent Solid Tumor,sd.Recurrent Solid Tumor,min.diff,diffmeth.p.adj.fdr,combinedRank,num.na.Primary solid Tumor,num.na.Recurrent Solid Tumor,mean.covg.Primary solid Tumor,mean.covg.Recurrent Solid Tumor,min.covg.Primary solid Tumor,min.covg.Recurrent Solid Tumor,max.covg.Primary solid Tumor,max.covg.Recurrent Solid Tumor,nsamples.covg.thres5.Primary solid Tumor,nsamples.covg.thres5.Recurrent Solid Tumor
420665,cg24899292,chr19,41798372,-,0.936268734822095,0.900202089183526,0.0360666456385691,0.0560630610401349,1.64596787679374e-6,0.966665015018944,0.842357088512878,0.0213656259236279,0.930864911778838,0.783998165214097,0.0393943801293906,0,7.00549370279704e-4,237228,0,0,12.4144144144144,12.6153846153846,3,6,20,19,108,13
420700,cg11714801,chr19,41859555,-,0.087017111707936,0.125711193522381,-0.0386940818144452,-0.484228584946974,3.29790826908425e-7,0.162831908586261,0.042081352842109,0.0232244339824627,0.157747439076145,0.0876454888702451,0.0150121476716602,0,2.1064537769965e-4,111236,0,0,12.954954954955,15.4615384615385,2,5,26,23,108,13
420877,cg14693961,chr19,42388097,+,0.0486698085456028,0.0723425240019512,-0.0236727154563485,-0.489019387368185,1.30634737317959e-4,0.107369574412052,0.0201705290960876,0.0216475364615828,0.111426198794208,0.0517309802393265,0.0168467338036224,0,0.013661828024217,175315,0,0,8.93693693693694,11.8461538461538,3,7,19,17,105,13
421136,cg11872300,chr19,42785225,+,0.0264707720356594,0.0368583099131391,-0.0103875378774797,-0.361564180123186,6.83800589095301e-6,0.0647375391211311,0.0158923532510681,0.00825105472255801,0.0487977743237025,0.0295101124938355,0.00607318796365675,0,0.0019002418610614,274615,0,0,11.7297297297297,13.6923076923077,5,8,21,19,111,13
421202,cg00330170,chr19,42830596,+,0.0979833271411016,0.135918618714202,-0.0379352915731006,-0.434355403575287,1.34194861041493e-4,0.196620913775223,0.0473111968405194,0.0327078862194635,0.179685960318711,0.0907803711179867,0.0252355307726804,0,0.0139181090857591,113818,0,0,16.2432432432432,14.6923076923077,5,10,28,20,111,13
421419,cg11905651,chr19,44008615,-,0.0714813747679954,0.0934725718252401,-0.0219911970572447,-0.344706166440504,4.93824183744854e-5,0.139908250254339,0.0433326867253291,0.017380204405924998,0.117396445989355,0.0718518551230694,0.0152060105387599,0,0.00732589149957732,184868,0,0,13.1801801801802,13.9230769230769,4,6,22,23,110,13
421576,cg14706720,chr19,44259176,-,0.0304306453707492,0.0372197382791285,-0.00678909290837932,-0.223940812593571,1.3745746366489e-4,0.0610194056844243,0.0204903175294577,0.00615006336229201,0.0426056470095598,0.0306806014229022,0.00381584908475034,0,0.0141549163333569,317421,0,0,10.4234234234234,13,4,9,22,19,110,13
421681,cg10754510,chr19,44488342,+,0.0429539345753258,0.0625816766987057,-0.0196277421233799,-0.454867501578168,1.69429056641603e-5,0.076656191111075,0.0210294137786454,0.014167082326802201,0.0809136856276786,0.0445465159895101,0.0109459038103211,0,0.00352165512793907,199426,0,0,13.2432432432432,11.7692307692308,5,6,22,18,111,13
421771,cg09932439,chr19,44645532,-,0.0780252425375925,0.102047651060422,-0.0240224085228291,-0.348123202567925,1.01035545243812e-4,0.13377348506141,0.042113867490413,0.0205223374708099,0.115865019576134,0.0733323082665664,0.0125013278868107,0,0.0116895636954145,173372,0,0,12.8558558558559,14.2307692307692,4,11,22,20,110,13
421860,cg21580746,chr19,45001471,-,0.94456425691062,0.95772328973169,-0.0131590328210704,-0.019752266489899,8.79574013966828e-5,0.967400148089521,0.880350379002155,0.0127338999646202,0.965914510001708,0.945327276076789,0.00704999896565606,0,0.010706099031782,348653,0,0,12.9009009009009,13.7692307692308,5,8,25,21,111,13
421868,cg02365767,chr19,45004740,+,0.0793945702980378,0.11596759000402,-0.0365730197059819,-0.494793480921395,1.74706140508265e-10,0.124535691321605,0.0539086291305908,0.0152996696399816,0.14041400547115,0.0875435760963349,0.0171789704924358,0,7.04405799271799e-7,118543,0,0,12.2522522522523,12.9230769230769,4,8,19,21,109,13
421902,cg26829672,chr19,45174235,+,0.801784240495842,0.853686008981026,-0.051901768485184,-0.0894105866417433,2.78329636253754e-5,0.884252748719079,0.662743560395906,0.046143729697789,0.882975765233064,0.809844599108028,0.0240691986631063,0,0.00496788697550188,178930,0,0,14.5855855855856,12.8461538461538,5,2,24,18,111,12
422012,cg26190885,chr19,45409005,+,0.112827802130329,0.163453036800039,-0.05062523466971,-0.497907947052054,1.98938892946396e-5,0.169838299620248,0.0495048624487481,0.0220530519853972,0.506991775386138,0.107493604147431,0.104290465105213,0,0.00393846678645102,78204,0,0,10.8288288288288,12.7692307692308,3,5,21,19,107,13
422327,cg07816442,chr19,45909858,+,0.0657619173458568,0.0893020764588031,-0.0235401591129463,-0.390351043288785,2.24167908002439e-6,0.10336235847963,0.0339158184574662,0.0140269350466372,0.115557129321473,0.0626616024421011,0.0147041653597602,0,8.66689174314431e-4,176016,0,0,14.9279279279279,16.2307692307692,7,11,25,26,111,13
422383,cg17864619,chr19,45971158,-,0.0513499362964952,0.0689014107964777,-0.0175514744999825,-0.362989250726632,9.08879147932252e-6,0.0957668608523489,0.027351607774752,0.012593869497728,0.0822612212668795,0.0530281954327597,0.00837259473611965,0,0.00230121056927492,213557,0,0,12.3693693693694,14.6923076923077,5,7,20,25,111,13
422593,cg09430954,chr19,46236890,-,0.954296990928507,0.938726593317761,0.0155703976107462,0.0234851589460173,1.1848510181223e-4,0.97036088012318,0.900431028662554,0.0123545751407409,0.955891354686403,0.892886094755161,0.0173003556864677,0,0.0129615468280435,333265,0,0,12.5675675675676,11,4,6,22,14,110,13
422646,cg26816363,chr19,46295874,-,0.0354243526386333,0.0632265981587335,-0.0278022455201002,-0.688901820877542,3.49152827557951e-14,0.0866313226593596,0.0236465531942682,0.0101457127757239,0.0801300658519723,0.0510371054923633,0.00935274585429761,0,9.85435847268528e-10,154173,0,0,12.2882882882883,15.0769230769231,5,11,21,19,111,13
422784,cg00827164,chr19,46498631,+,0.068844640996914,0.0940819308138736,-0.0252372898169596,-0.400635026005572,3.22676551871166e-5,0.129204996266405,0.0356682503788859,0.0183310752160419,0.118258132718496,0.065611352931624,0.0143873761811802,0,0.00550070335752651,166968,0,0,13.4414414414414,15.8461538461538,3,9,24,26,109,13
422802,cg21210537,chr19,46522185,+,0.82775784572094,0.871528026386443,-0.0437701806655031,-0.0734731452857239,1.35326236447697e-4,0.89909748109576,0.649101766420541,0.0438643048853122,0.908835920986279,0.827371243214874,0.0204168091610093,0,0.0139947630964126,203351,0,0,15.2792792792793,16.2307692307692,7,7,28,21,111,13
422803,cg03727337,chr19,46522189,+,0.893110606727066,0.918254091670576,-0.0251434849435107,-0.0396170795642695,1.38979521614262e-4,0.935879274200973,0.802594030469934,0.0246328876047497,0.942926471228583,0.889310332597634,0.0144126758087637,0,0.01424423386553,278115,0,0,14.3063063063063,14.6153846153846,6,7,25,23,111,13
422975,cg19386303,chr19,47104863,+,0.0782902722073334,0.125011268473433,-0.0467209962660998,-0.612753428170624,1.30290883922303e-7,0.500750906261519,0.0401246214616695,0.0455627175263414,0.157363204136573,0.094643090489747,0.0146669308437828,0,1.04570728798721e-4,87775,0,0,10.7567567567568,12.7692307692308,3,7,19,20,107,13
423023,cg14889329,chr19,47164747,-,0.0635819882182383,0.081400432595364,-0.0178184443771257,-0.312848334426674,8.65939576931156e-5,0.0983580984944839,0.0324614204618202,0.013338049795562,0.112443972199646,0.0646530083545664,0.0144600913571968,0,0.0105915293139604,211630,0,0,10.972972972973,13.2307692307692,4,8,18,19,109,13
423183,cg01498384,chr19,47551847,+,0.0388091177402824,0.0564883543404649,-0.0176792366001826,-0.445950995616055,7.01504545284243e-5,0.0934823149244924,0.021562976873089,0.0131574710864971,0.0925728740264486,0.0375877032650532,0.0181318118049198,0,0.00925186972985887,212634,0,0,8.15315315315315,9.46153846153846,3,6,17,13,100,13
423239,cg11809157,chr19,47734715,-,0.0504831439910224,0.0614834248237974,-0.011000280832775,-0.241075621984815,1.49095187547548e-6,0.0661565713877768,0.0355889005157181,0.00628617974478485,0.071507709841881,0.0525948670261926,0.00622705309167582,0,6.54942671229053e-4,268323,0,0,12.1261261261261,13.0769230769231,5,8,20,17,111,13
423264,cg00960702,chr19,47759791,-,0.036665109661102,0.0483211803122011,-0.0116560706510991,-0.321675631552383,3.19131736329442e-5,0.0645488635746127,0.0226640370041358,0.00797213678780628,0.0733722005342519,0.0356242786792699,0.0109726366643185,0,0.00545056245189775,262003,0,0,14.963963963964,17,5,10,26,23,111,13
423435,cg16879871,chr19,48111593,+,0.0337515541120818,0.0412518191131011,-0.00750026500101933,-0.228268947752145,1.20825406512216e-4,0.0486761072749847,0.0219343610532214,0.00547586328042069,0.0604011529828449,0.0334182361022813,0.00764258162940417,0,0.0131095856371872,307960,0,0,15.4324324324324,16.4615384615385,5,10,25,25,111,13
423637,cg21067540,chr19,48774401,-,0.0432134987817838,0.0329617778633987,0.0102517209183852,0.308738566875686,1.18686566538144e-4,0.113896625323157,0.0263330797529122,0.0115773926680888,0.0405668845463263,0.0266679169607414,0.00414723443181148,0,0.0129741569460571,276057,0,0,11.2972972972973,10.4615384615385,4,1,19,18,110,11
423696,cg04164538,chr19,48867262,+,0.02962294042394,0.0454568453700564,-0.0158339049461165,-0.485029605054348,4.20713165342242e-7,0.0620805634733825,0.016841602943729,0.0083703401723379,0.0855912113924022,0.0314034937757929,0.0149746361450606,0,2.51302658437724e-4,226303,0,0,11.7387387387387,12.2307692307692,3,7,20,17,109,13
423719,cg15623249,chr19,48896947,-,0.0485210115954563,0.0644227730752043,-0.015901761479748,-0.346789439735965,6.8981954356239e-5,0.091582184304675,0.0270106847278833,0.012563527530242,0.0843558540642473,0.0470496426294814,0.0113278992363875,0,0.00916467578237178,225784,0,0,13.2432432432432,15.6153846153846,6,12,21,21,111,13
423721,cg09537107,chr19,48897008,+,0.0292301197321205,0.0371062242830943,-0.00787610455097379,-0.263955961352638,3.12273094112585e-5,0.0529563733350485,0.0172311893403528,0.0060386583421016,0.0436592098748372,0.0334890801998863,0.00339227145872036,0,0.00536589266716792,303249,0,0,11.6216216216216,13.3846153846154,3,8,20,20,109,13
423956,cg15985418,chr19,49173732,-,0.954002156726175,0.904255355982262,0.0497468007439124,0.0764392008148774,6.44373979392435e-7,0.973551477106347,0.739631434583898,0.0286402359225634,0.960662153646019,0.729808573019144,0.0746396089351563,0,3.51431295731977e-4,198374,0,0,10.9099099099099,9.84615384615385,3,5,19,16,106,13
423996,cg23016472,chr19,49217901,-,0.0673620998261323,0.0956900069289398,-0.0283279071028075,-0.450140115966932,6.53914400697157e-5,0.128472894060676,0.0320914810993622,0.0247690720526636,0.108199484828389,0.0676111393742099,0.0118235672001341,0,0.00884376631440613,151655,0,0,11.0900900900901,12.3076923076923,3,7,18,20,108,13
424067,cg17166103,chr19,49298422,-,0.0709364166407917,0.0918460289196954,-0.0209096122789037,-0.331528847247884,6.65702143050226e-5,0.119079789709927,0.0408723305167693,0.0163215598521107,0.121333339229442,0.0697274262139232,0.0148671398449542,0,0.00895952725462368,191286,0,0,9.75675675675676,12.0769230769231,2,8,20,16,103,13
424082,cg16903510,chr19,49314475,-,0.0498053072076956,0.0657604453621946,-0.015955138154499,-0.341171294891788,1.89281670778663e-5,0.0920579450059681,0.0288207516392257,0.0120087955745461,0.0809469443796228,0.0529258030445553,0.00884256954528515,0,0.00381721464023683,225340,0,0,11.0900900900901,10.7692307692308,2,8,18,17,107,13
424172,cg04385818,chr19,49468626,-,0.259611642805045,0.342750013591105,-0.0831383707860599,-0.387763339757737,1.11969990829024e-4,0.496326892589669,0.134030037031814,0.0713845548864082,0.400943695513576,0.244011251551133,0.0423917754665668,0,0.012505947911719,28075,0,0,13.576576576576601,14.2307692307692,5,12,23,18,111,13
424620,cg24436264,chr19,50016426,+,0.0536606310323067,0.0719338167687543,-0.0182731857364476,-0.364057564583229,2.4858562670713e-6,0.0961889371311949,0.0322127648558985,0.0118696769251538,0.0939769413431654,0.0521863803780372,0.0108002134851966,0,9.34918529680781e-4,208458,0,0,12.3783783783784,13.9230769230769,3,7,24,19,107,13
424702,cg08547432,chr19,50143419,+,0.120980194287851,0.151359764949205,-0.0303795706613542,-0.300932211340905,7.74133461854376e-6,0.193863821352758,0.0852367157922109,0.0212393237578616,0.180124886702696,0.120723173969258,0.0171981175670424,0,0.00206242855715207,142551,0,0,12.3963963963964,12.0769230769231,3,9,23,22,110,13
424739,cg06490385,chr19,50169153,-,0.0272166868654056,0.0342098342970092,-0.00699314743160363,-0.248417698607626,1.04221032004772e-5,0.0437150856434269,0.0180218378942326,0.00470732462614989,0.0389675797564232,0.0239139290451615,0.00403113351837186,0,0.00251678744335032,314643,0,0,12.7747747747748,16.3846153846154,3,10,24,24,110,13
424805,cg02665744,chr19,50223325,-,0.52361624997251,0.589734315418601,-0.0661180654460903,-0.168520921932379,2.70693887683187e-6,0.67547037913726,0.317053338887202,0.0448856153333698,0.623218875837594,0.510564732031361,0.0305882121090579,0,9.93008971666922e-4,101020,0,0,11.7837837837838,12.6153846153846,3,4,17,23,110,12
425238,cg17168820,chr19,51014340,+,0.0396585988205416,0.0519445923364736,-0.012285993515932,-0.318934788256024,4.03372753386353e-5,0.070960794106648,0.0227688144429661,0.00932266636753466,0.062716242707014,0.0389254838847026,0.00820924359995616,0,0.00639586591392916,256094,0,0,10.8558558558559,12.2307692307692,4,7,17,18,107,13
425262,cg24476761,chr19,51051861,-,0.568813739995864,0.71889291689897294,-0.150079176903109,-0.332607711677423,7.05156591182158e-5,0.903611194047807,0.264072294053657,0.129904673243521,0.920188042242726,0.603541514812039,0.0959077847622326,0,0.00927295291592477,34779,0,0,15.0900900900901,14.1538461538462,3,10,25,26,110,13
425265,cg03104309,chr19,51052080,-,0.369982818554031,0.562478549175661,-0.19249573062163,-0.591287449715659,2.04873822516754e-5,0.898064650037454,0.107352907756869,0.142996420648664,0.937094148629294,0.29552181603828,0.159948244084258,0,0.00402595783396304,7219,0,0,12.6126126126126,14.0769230769231,4,8,24,20,110,13
425275,cg07522981,chr19,51071307,-,0.0393024893756273,0.0505559953499913,-0.011253505974364,-0.296609308266246,2.18771104866345e-5,0.0627459069376156,0.0249138110654269,0.00688037152252012,0.0891653276307214,0.0351228232021053,0.0132507987637492,0,0.0042120054678025,265812,0,0,12.3063063063063,12.3076923076923,3,3,26,20,109,12
425418,cg06875740,chr19,51307921,+,0.0843303754014211,0.0560202880445243,0.0283100873568967,0.51481297611595,1.07391729038201e-4,0.149735050589688,0.0288216103224624,0.0261629897377812,0.075560548600499,0.0392911139237464,0.0125282491355751,0,0.0121573683167743,151749,0,0,11.1351351351351,9.84615384615385,4,5,21,16,108,13
425561,cg03118626,chr19,51523252,-,0.0712077159993944,0.104885508687706,-0.033677792688312,-0.500508114687278,1.04355572663017e-4,0.417762616261359,0.0312676867508224,0.0437281545678749,0.164065093656033,0.0666445520436924,0.025753892370123,0,0.0119666533245352,129152,0,0,10.4594594594595,13,4,9,19,17,107,13
425731,cg21994174,chr19,51870364,+,0.0493836924230553,0.0872717534455937,-0.0378880610225384,-0.711954122872117,1.3070647941332e-7,0.129162563185874,0.0265239696815749,0.019766418884915,0.186987051875328,0.0503272322082342,0.0357934316704452,0,1.04652784681752e-4,113988,0,0,11.1441441441441,11.0769230769231,1,4,18,14,108,12
425863,cg04252689,chr19,52210193,+,0.875709198367101,0.912556428164796,-0.0368472297976956,-0.0588040545314724,1.66769316959138e-5,0.926104859596983,0.731562216679362,0.0347391616170021,0.939099075880274,0.849501372392456,0.0234450944443451,0,0.00348493080119268,231348,1,0,10.7747747747748,9.15384615384615,4,4,22,13,108,12
426086,cg26533397,chr19,52795316,-,0.883701292449355,0.912880269097698,-0.0291789766483436,-0.0463507796580863,2.63276166100278e-5,0.928312137014619,0.788052961486863,0.0261951791859591,0.94320594212203,0.878324512676849,0.0167394673427064,0,0.00477468773233861,259875,0,0,14.5315315315315,13.4615384615385,3,8,24,19,110,13
426092,cg15209934,chr19,52800385,+,0.0839938913297617,0.110958591360437,-0.026964700030675,-0.36387433958239,2.7190985722446e-5,0.143549262765666,0.0413293585988987,0.0191138088670509,0.14203806320065,0.0784665917404568,0.0187204239147425,0,0.00488418892226361,158360,0,0,11.8198198198198,12.5384615384615,5,7,20,17,111,13
426233,cg03525011,chr19,53141745,+,0.081287152339851,0.185675673683248,-0.104388521343397,-1.09998067568777,1.10559765209153e-4,0.520150122586124,0.0347851861551332,0.063982944042591,0.703903592633216,0.0535864918157001,0.225936122277556,0,0.0124040640133214,12655,0,0,13.3513513513514,12.9230769230769,3,4,22,21,110,12
426245,cg07745418,chr19,53193938,+,0.0862234475833767,0.159712623014,-0.0734891754306235,-0.818633479054176,4.89229015993474e-5,0.509530511279008,0.0341103038003283,0.0576230902584507,0.496060100461726,0.0644229289603204,0.116447854583187,0,0.00727924417081716,38717,0,0,14.4414414414414,12.3846153846154,4,7,25,20,110,13
426278,cg04447216,chr19,53290205,+,0.0918761968670476,0.192507587555427,-0.10063139068838,-0.991158955330302,1.30554690708765e-4,0.604815616999509,0.0353692922389781,0.0835411761619445,0.4661172950981,0.0752114198132561,0.158675427718132,0,0.0136597836239302,14619,0,0,11.9279279279279,14,5,7,22,20,111,13
426279,cg02467002,chr19,53290312,-,0.344976861624466,0.415177301040537,-0.070200439416071,-0.260339588879303,2.35531224413925e-5,0.568922926241787,0.211681734883341,0.0533457387787519,0.487127248257333,0.328005863926694,0.0425376930353705,0,0.00441330785304529,55131,0,0,14.990990990991,12.8461538461538,5,5,26,19,111,13
426337,cg01285391,chr19,53465759,+,0.0929303252226213,0.238322673134394,-0.145392347911772,-1.27054790285815,1.22151301803996e-4,0.772510923113359,0.0259184721641232,0.130221298864241,0.727435115845407,0.0629015356695603,0.243054371874057,0,0.013193217069133,4181,0,0,12.2252252252252,11.8461538461538,3,3,23,18,110,12
426346,cg08952590,chr19,53466322,+,0.0566043012887776,0.188365396518247,-0.13176109522947,-1.57447312513133,1.31109473899664e-4,0.845336369819426,0.0154859706821521,0.125740972712517,0.693786990428143,0.0296231853956972,0.227228116735079,0,0.0136861197421781,4326,0,0,14.9189189189189,14.7692307692308,5,9,26,19,111,13
426504,cg01995718,chr19,53913889,-,0.915060606562161,0.938013779237583,-0.0229531726754221,-0.0353601398429482,6.95555790170727e-5,0.95129865010775,0.847369872706733,0.0223233831484118,0.953900680330773,0.90770959580111,0.0125262879973449,0,0.0091984464235067,291065,0,0,15.6306306306306,16.3846153846154,7,11,28,20,111,13
426508,cg12122588,chr19,53935018,-,0.0700702808000042,0.126293301906963,-0.0562230211069586,-0.767375892337025,1.43135198986059e-4,0.499229341665701,0.0356510988524855,0.0468706497793043,0.483810386348228,0.0541081624339555,0.115450292197547,0,0.014508800648199,66305,0,0,11.3963963963964,10.5384615384615,4,4,20,16,110,12
426527,cg15482168,chr19,53970942,+,0.0583937516974759,0.0771174037546181,-0.0187236520571421,-0.349096430263193,8.81711920188555e-5,0.246350342715615,0.0358295657123509,0.0211292273540363,0.133251093025861,0.0559811855078777,0.0188536816779267,0,0.010726339048893,205348,0,0,11.7567567567568,11.4615384615385,3,8,20,15,109,13
427064,cg18520141,chr19,54704690,-,0.0352127974644466,0.0455343894656852,-0.0103215920012386,-0.296650247063398,2.63245758118819e-5,0.0682694720546406,0.0225605736714292,0.00755244922015726,0.0694077416883556,0.0311218506839146,0.00832236658367183,0,0.00477468773233861,275296,0,0,11.0900900900901,11.5384615384615,4,7,19,15,109,13
427370,cg02279127,chr19,55574702,-,0.0547661231647831,0.0811521426877552,-0.026386019522972,-0.493037181302145,1.06186718418603e-5,0.229248016301559,0.032094802054645,0.0241311366108952,0.122229768247807,0.0510070092183487,0.0201769412200094,0,0.00254805475972579,161195,0,0,12.4414414414414,13.5384615384615,6,5,20,20,111,13
427476,cg22380533,chr19,55690741,+,0.0342178776489156,0.0510716933343265,-0.0168538156854108,-0.465874066382558,3.4287498477918e-9,0.0663215040497295,0.0208938892761595,0.00704372420465497,0.0641922545564351,0.0256180494305559,0.0120625792286958,0,7.33814217424703e-6,218586,0,0,14.6216216216216,13.8461538461538,7,10,23,19,111,13
427514,cg03596320,chr19,55757936,+,0.731714353783122,0.807319239911412,-0.07560488612829,-0.140036007770704,8.25866290964638e-5,0.853965298713174,0.536391803039107,0.0702160925838287,0.859946069476105,0.745550593717817,0.0335883829996324,0,0.0102766504999662,122963,0,0,10.7567567567568,10.1538461538462,2,5,18,13,109,13
427550,cg19642230,chr19,55795815,-,0.0242886140278529,0.0388430250590595,-0.0145544110312066,-0.510422964805349,2.8338015186976e-6,0.0977481631926869,0.0130533525097432,0.0115431626243151,0.0569120602644355,0.021516375788351,0.00841175951257048,0,0.00102362345224444,236257,0,0,10.9369369369369,11.4615384615385,3,6,19,18,104,13
427586,cg18844304,chr19,55851052,-,0.0284777227651651,0.0413540303257531,-0.012876307560588,-0.416454087097311,2.43314234795076e-7,0.0487016688305143,0.0175361063261926,0.00755005224865199,0.0604390382216767,0.0333488045523685,0.00730538920555663,0,1.66730433262961e-4,250690,0,0,12.1711711711712,15.1538461538462,5,10,22,20,111,13
427717,cg03735012,chr19,55964092,-,0.0322244864646312,0.0519748983961195,-0.0197504119314883,-0.553604124071241,1.48093646387958e-7,0.0749289879632367,0.0159304958004815,0.0109353278394155,0.0708730739441538,0.0362690576473133,0.0088743640990826,0,1.14317662647148e-4,198670,1,0,8.40540540540541,12.5384615384615,1,8,18,17,97,13
427761,cg14884197,chr19,55996438,+,0.0436896935192855,0.0568048890380255,-0.01311519551874,-0.315308519037097,8.51439229366361e-5,0.100241977153625,0.0253855997435391,0.0116411399397746,0.0672261659157879,0.0453449497806282,0.00658441473718863,0,0.0104737462358704,248543,0,0,10.3873873873874,11.0769230769231,3,7,18,19,108,13
427762,cg17924085,chr19,55996446,+,0.232637250119745,0.308668271452022,-0.0760310213322778,-0.393254330113767,9.31920555139011e-7,0.344224927159856,0.0917498279154984,0.0442921338987973,0.380423389436197,0.210369362753138,0.0469545103202448,0,4.65010851324381e-4,35654,0,0,9.95495495495495,11.1538461538462,3,6,25,15,105,13
427911,cg12531003,chr19,56152621,-,0.0387917810563239,0.0482703205060797,-0.00947853944975579,-0.256123098791909,7.92590767365071e-5,0.0685528858084142,0.0247849733025341,0.00780475597407593,0.0571170157834733,0.0380749449658195,0.00614816416695179,0,0.0100341057904453,284607,0,0,13.027027027027,15.5384615384615,4,7,23,21,109,13
427938,cg25230111,chr19,56159817,+,0.0379015246228242,0.0469425636557429,-0.00904103903291863,-0.249435872060907,3.53422394736288e-5,0.0514456178011592,0.0214664482905487,0.00568614591176916,0.0574794406494877,0.0279299628338709,0.00772704825147562,0,0.00581624556013935,289455,0,0,13.1171171171171,12.8461538461538,5,8,23,17,111,13
427951,cg25565998,chr19,56166418,-,0.0328833871064045,0.0449996340866953,-0.0121162469802908,-0.359003160111804,4.14746132816983e-7,0.0532224065549133,0.0194578320891977,0.00697196111805425,0.0643764441413985,0.0364697034606619,0.0064378051345933204,0,2.493877885023e-4,257653,0,0,11.9099099099099,14.6153846153846,3,9,20,21,110,13
428193,cg24119079,chr19,56915653,+,0.0660624286084206,0.0823964891718887,-0.0163340605634681,-0.280654030269741,1.57315718010392e-5,0.0960620467205898,0.0333949975861035,0.0114438376132464,0.09287763027435,0.0746415932864739,0.00542375632972926,0,0.00336046912524583,222425,0,0,13.1081081081081,13.8461538461538,5,9,21,21,111,13
428476,cg11737403,chr19,57791287,+,0.0314757560882142,0.0405891039508279,-0.00911334786261375,-0.286558404694232,2.60821095767501e-5,0.0465269666154476,0.0199026416281589,0.00632070380216229,0.0572280670862433,0.0307996130376776,0.00763058541808162,0,0.00473968083639825,288691,0,0,11.9459459459459,12.5384615384615,5,3,20,18,111,12
428532,cg23961059,chr19,57874869,-,0.0401715022875312,0.0649020791015626,-0.0247305768140313,-0.578137627553268,1.96065054664986e-7,0.0834527468398474,0.020948768321618,0.0130919122318299,0.0925560619919213,0.0418859224944276,0.0164236963220065,0,1.40537563897627e-4,169658,0,0,14.6936936936937,13.5384615384615,5,9,25,18,111,13
428589,cg09486594,chr19,57968455,-,0.795292562504275,0.881093915749912,-0.085801353245637,-0.146064481775397,1.61741935181187e-5,0.902900849299244,0.504174112489757,0.0815153901361245,0.918726282551771,0.839214134596113,0.0256661276656522,0,0.00341783339285213,117974,0,0,11.2432432432432,11.1538461538462,3,5,20,19,110,13
428609,cg01469421,chr19,57999034,-,0.165563025718218,0.233531225374121,-0.0679681996559026,-0.472117725878219,1.23133723674094e-9,0.241533407484479,0.0947378970935025,0.0311209685323286,0.274170563634059,0.197829018799455,0.0234134502173406,0,3.48787746757294e-6,46149,0,0,12.8738738738739,12.3846153846154,5,7,25,19,111,13
428732,cg25477163,chr19,58147078,+,0.816096083855597,0.904722633908439,-0.0886265500528424,-0.14702475722772201,1.07301959287079e-5,0.912188166803886,0.238883019492015,0.0917741865682456,0.938684245937599,0.868891849182733,0.0194802929672314,0,0.00256920488711244,117217,0,0,14.3243243243243,15.1538461538462,5,9,26,23,111,13
428754,cg18870712,chr19,58193426,-,0.0411118986025463,0.0572497316887589,-0.0161378330862125,-0.395869328970999,5.81113245772608e-6,0.114201646837371,0.0241665927730853,0.0119401049392413,0.0694440919533467,0.0390428560080554,0.00955636064638321,0,0.00169608708845187,223922,0,0,14.1531531531532,16.6923076923077,4,11,28,28,110,13
429098,cg11968813,chr19,58816714,-,0.0351896103601356,0.0432697356144582,-0.00808012525432252,-0.237325002943284,2.42169120888107e-5,0.0525734665019476,0.0239735948547864,0.00592984049737569,0.0515929064905523,0.0346489363337517,0.00447356966122089,0,0.00448373297549855,300730,0,0,13.5315315315315,14,6,10,23,20,111,13
429180,cg23002097,chr19,58898625,-,0.0604491239941232,0.0812761592553752,-0.020827035261252,-0.373656319437547,1.10119474412442e-5,0.117353882106446,0.0276438054941028,0.0153627411129509,0.100843350829126,0.0694815840661403,0.00964029203126339,0,0.0026144864361841,191817,0,0,8.71171171171171,9.76923076923077,3,4,16,14,108,12
429181,cg19223106,chr19,58898630,-,0.0406440606170728,0.0656213329286294,-0.0249772723115566,-0.578400194990553,2.66141177847813e-7,0.114834852605719,0.0223645743998374,0.0168522288718288,0.0792766084094821,0.050300298368339,0.00875067385543883,0,1.78578753061158e-4,168304,0,0,9.53153153153153,11,4,6,19,16,107,13
429193,cg18475747,chr19,58912418,+,0.0726562357368213,0.108065609208345,-0.0354093734715234,-0.514393221608373,1.29137813406382e-4,0.149554260328581,0.0338432820747688,0.0293708767325408,0.162558273832985,0.0657608379735584,0.0309297321725953,0,0.0136119135759261,122735,0,0,15.009009009009,14.3846153846154,5,5,27,21,111,13
429208,cg08424636,chr19,58923855,+,0.666318088474782,0.724304260246766,-0.0579861717719841,-0.118676030250182,6.28433431766685e-5,0.802139100873384,0.494122039094861,0.0485416009816659,0.817804918079474,0.653459196207621,0.0465352892304446,0,0.00860742227025587,143435,0,0,12.0720720720721,13.3076923076923,4,5,22,21,109,13
429252,cg17952549,chr19,58983050,+,0.92244539014545,0.943066208461892,-0.0206208183164416,-0.0315572054899078,5.75423880555857e-6,0.958104957116284,0.879395446737008,0.0166098408908644,0.961059677581412,0.918355489758557,0.013221119152409,0,0.00168623468613662,303553,0,0,12.5225225225225,11.6923076923077,5,9,19,15,111,13
